registro_id,data,ano,mes,dia,segmento,empresa,cidade,numero_clientes,ticket_medio,receita,custo,lucro,indice_satisfacao,taxa_ocupacao,taxa_crescimento,custo_marketing,investimento_publicidade,previsao_vendas,previsao_custos,sensibilidade_negocios,indice_correcao,programacao_linear,regiao,estado,pais,tipo_cliente,canal_venda,categoria_produto,tipo_servico,plano,faixa_etaria,genero,fonte_trafego,dispositivo,sistema_operacional,navegador,quantidade_produtos,custo_por_cliente,receita_por_cliente,lucro_por_cliente,desconto_medio,percentual_desconto,taxa_conversao,vendas_por_vendedor,comissao_vendas,valor_impostos,frete_medio,pedidos_por_cliente,LTV,CAC,MRR,ARR,receita_media_diaria,custo_por_clique,custo_por_mil_impressoes,taxa_de_clique,impressoes,cliques,leads_gerados,custo_por_lead,ROAS,avaliacao_media,numero_avaliacoes,NPS,CSAT,reclamacoes,tempo_medio_resposta,tempo_medio_entrega,taxa_devolucao,nivel_estoque,giro_estoque,custo_estoque,numero_fornecedores,taxa_de_defeito,usuarios_ativos,tempo_medio_sessao,taxa_retencao,churn_rate,funcionalidade_mais_usada,numero_sessoes,RevPAR,taxa_evasao,tempo_medio_atendimento,despesa_administrativa,despesa_com_pessoal,despesa_fixa,despesa_variavel,despesa_tributaria,despesa_financeira
1097,2022-03-05,2022,3,5,Varejo,Ramos,Teixeira,1,30.92,30.92,23.91,7.01,5.6,,36.05,3.41,37214.73,34.47,24.44,82.36,0.967,3233.46,Pará,SP,Brasil,B2C,Representante,Roupas,,,46-55,Masculino,Busca orgânica,Tablet,Linux,Edge,15,23.91,30.92,7.01,17.05,35.54,4.92,7,0.91,6.39,1.55,15.7,16942.69,217.89,0.0,0.0,1.03,9.09,7.59,19.6,14516,2845,16,0.21,0.0,4.5,93,-61,3,33,13.38,3.8,24.19,96,1.99,546.79,52,3.61,0,6.98,90.65,13.94,,150,,,,14875.59,5910.81,18848.09,33472.23,1.67,574.86
1108,2022-03-05,2022,3,5,TI,Martins,Correia do Sul,1,32.2,32.2,21.31,10.89,8.3,,18.56,2.96,38219.45,34.42,23.06,51.94,1.0,3175.04,Paraíba,RO,Brasil,B2B,Online,,Consultoria,Teste,18-25,Outro,Rede social,Desktop,Windows,Firefox,0,21.31,32.2,10.89,29.02,47.4,9.15,0,0.0,8.08,0.0,15.67,14008.9,221.6,26.61,319.32,1.07,10.05,3.13,21.08,16180,3410,57,0.05,0.0,4.7,100,-98,1,32,18.31,6.74,22.56,0,0.0,0.0,43,3.52,223,7.57,75.2,16.43,Outra,160,,,,15109.76,6047.45,21457.82,33232.03,2.69,97.24
1808,2022-03-05,2022,3,5,Varejo,Borges,Lopes,1,40.17,40.17,29.27,10.9,8.9,,26.87,5.67,28881.93,42.43,32.05,79.07,1.061,2.12,Paraíba,AP,Brasil,B2C,Aplicativo,Outros,,,55+,Masculino,Rede social,Desktop,Android,Chrome,30,29.27,40.17,10.9,175.96,81.41,5.66,4,0.82,5.35,0.0,2.92,800.85,103.38,0.0,0.0,1.34,43.4,70.79,19.33,26737,5168,354,0.02,0.0,1.8,182,-18,5,60,51.17,2.53,86.68,178,1.91,1986.56,23,6.69,0,169.97,31.33,4.54,,262,,,,5475.55,72159.16,51047.59,10878.31,2.4,1914.41
1857,2022-03-05,2022,3,5,TI,Pinto,Freitas,1,42.44,42.44,32.27,10.17,6.5,,-0.59,2.62,31601.47,47.2,32.64,2.1,1.039,623.31,Pará,RN,Brasil,Pessoa Física,Representante,,Treinamento,Premium,46-55,Masculino,Busca orgânica,Tablet,iOS,Outro,0,32.27,42.44,10.17,173.07,80.31,3.1,0,0.0,10.29,0.0,2.46,340.31,58.65,40.83,489.96,1.41,41.72,48.42,17.5,31732,5553,369,0.01,0.0,4.0,105,-51,5,59,54.51,3.78,95.29,0,0.0,0.0,34,7.01,190,162.94,81.27,5.2,Outra,305,,,,4140.91,68507.23,47214.99,13803.88,3.57,1672.56
1911,2022-03-05,2022,3,5,TI,Sousa Ltda.,Silva,1,41.81,41.81,30.52,11.29,6.1,,37.1,5.89,27920.24,44.76,31.22,46.03,1.008,682.72,Paraíba,DF,Brasil,Pessoa Física,Representante,,Consultoria,Premium,18-25,Outro,Anúncio pago,Desktop,Windows,Chrome,0,30.52,41.81,11.29,218.01,83.91,5.72,0,0.0,5.77,0.0,5.19,627.73,58.46,44.87,538.44,1.39,38.01,48.52,21.48,29882,6418,398,0.01,0.0,4.8,90,-78,4,70,50.14,7.53,99.43,0,0.0,0.0,26,5.76,163,196.71,94.48,7.71,Outra,303,,,,9149.36,63680.78,42372.47,16846.46,4.35,2817.53
2093,2022-03-05,2022,3,5,Varejo,Abreu,Casa Grande,1,58.3,58.3,46.99,11.31,8.5,,69.39,9.26,24469.61,65.74,50.61,96.52,0.997,1259.41,Roraima,RJ,Brasil,Pessoa Física,Telefone,Roupas,,,55+,Outro,Busca orgânica,Mobile,Windows,Outro,45,46.99,58.3,11.31,169.14,74.37,7.69,0,0.0,6.69,0.0,4.69,64.82,60.68,0.0,0.0,1.94,33.79,60.6,21.64,32710,7078,433,0.02,0.0,4.8,60,48,4,58,57.03,2.84,86.04,3,0.55,31.82,16,0.91,0,248.19,95.36,25.78,,453,,,,17706.12,55372.57,48220.04,22347.51,4.76,2061.0
605,2022-03-06,2022,3,6,TI,Moraes - ME,Dias de da Luz,1,48.01,48.01,45.0,3.01,6.3,,29.29,6.72,10789.62,52.65,47.87,23.85,0.997,2221.34,Paraná,CE,Brasil,Pessoa Jurídica,Telefone,,Consultoria,Básico,55+,Masculino,Referência,Tablet,Windows,Outro,0,45.0,48.01,3.01,0.0,0.0,3.53,0,0.0,5.48,0.0,1.3,11.73,202.39,39.08,468.96,1.6,0.69,1.59,12.91,12531,1617,179,0.04,0.0,2.4,11,-10,2,9,20.36,5.55,26.99,0,0.0,0.0,1,2.48,329,60.37,85.92,20.56,FuncB,121,,,,6745.33,10561.98,10561.54,24927.89,6.15,859.53
763,2022-03-06,2022,3,6,Varejo,Nogueira - EI,Machado de Minas,1,39.95,39.95,31.48,8.47,5.0,,-22.34,6.53,14100.11,42.78,32.63,20.85,0.965,88.76,Goiás,AM,Brasil,B2C,Loja física,Eletrônicos,,,46-55,Outro,Rede social,Tablet,iOS,Safari,56,31.48,39.95,8.47,26.12,39.53,16.9,19,1.56,4.72,0.0,2.42,1445.8,92.44,0.0,0.0,1.33,5.98,36.03,13.23,14594,1930,83,0.08,0.0,1.5,209,-27,3,17,13.81,2.59,21.38,10,3.68,170.21,8,0.97,0,61.47,79.87,34.76,,102,,,,4179.12,1496.09,20062.19,38798.64,3.74,611.4
1146,2022-03-06,2022,3,6,Varejo,Vargas Lopes - EI,Pacheco Grande,1,31.6,31.6,29.59,2.01,7.3,,78.05,4.01,40622.4,33.32,31.16,17.76,1.002,2734.51,Rondônia,PI,Brasil,B2B,Telefone,Roupas,,,46-55,Feminino,Direto,Tablet,Windows,Edge,81,29.59,31.6,2.01,4.73,13.02,16.59,13,1.27,7.79,2.91,13.63,7635.72,222.97,0.0,0.0,1.05,11.65,0.01,16.4,14699,2410,58,0.07,0.0,2.8,130,-42,1,33,28.26,8.12,49.05,290,3.39,4463.36,58,2.3,0,8.9,8.06,17.55,,166,,,,15174.47,6029.04,20360.94,25332.55,4.2,57.63
1473,2022-03-06,2022,3,6,Varejo,Andrade e Filhos,Novaes da Serra,1,27.6,27.6,22.99,4.61,6.7,,25.51,3.82,35754.34,30.48,24.16,19.89,1.042,180.16,Minas Gerais,RN,Brasil,Pessoa Física,Loja física,Alimentos,,,36-45,Feminino,Rede social,Tablet,Windows,Firefox,97,22.99,27.6,4.61,161.44,85.4,11.64,19,0.44,3.05,0.06,6.63,15281.89,138.0,0.0,0.0,0.92,21.34,19.16,4.68,6079,284,230,0.02,0.0,3.6,156,17,3,50,16.26,11.01,59.33,148,0.27,2066.23,38,5.51,0,39.74,33.79,10.68,,172,,,,10863.27,37715.57,29200.45,21605.11,2.03,317.73
1624,2022-03-06,2022,3,6,Varejo,da Rosa - ME,Macedo do Oeste,1,36.25,36.25,30.36,5.89,7.7,,145.47,3.49,23297.38,41.3,32.46,28.73,1.033,1379.47,Pernambuco,DF,Brasil,Pessoa Jurídica,Aplicativo,Roupas,,,18-25,Feminino,Referência,Mobile,Windows,Firefox,38,30.36,36.25,5.89,184.21,83.56,0.66,12,1.54,4.52,0.0,4.19,13741.98,62.93,0.0,0.0,1.21,29.91,39.18,11.26,1402,157,237,0.01,0.0,5.0,36,-74,2,46,16.62,8.98,62.74,19,2.63,149.77,35,3.28,0,107.56,40.1,8.16,,189,,,,3962.97,42073.67,38269.31,14424.73,3.28,1815.63
1704,2022-03-06,2022,3,6,TI,Teixeira,Fernandes do Amparo,1,33.77,33.77,25.92,7.85,8.2,,71.72,6.67,30681.46,36.31,26.31,49.06,1.039,247.73,Ceará,PI,Brasil,B2C,Representante,,Consultoria,Premium,46-55,Masculino,Referência,Desktop,Linux,Firefox,0,25.92,33.77,7.85,163.34,82.87,0.0,0,0.0,4.04,0.0,5.33,4714.21,44.87,29.68,356.16,1.13,33.5,59.34,14.94,14900,2226,189,0.04,0.0,4.3,114,-6,5,52,43.85,2.2,80.87,0,0.0,0.0,33,3.68,62,85.0,39.98,1.5,FuncC,242,,,,7594.53,58071.8,43636.04,15879.37,4.75,973.41
1784,2022-03-06,2022,3,6,TI,Mendonça S.A.,Guerra do Galho,1,40.33,40.33,26.3,14.03,7.9,,51.52,7.53,29812.91,45.84,26.65,84.12,0.974,773.1,Rio Grande do Norte,AP,Brasil,B2B,Aplicativo,,Suporte,Teste,18-25,Feminino,Direto,Tablet,Linux,Outro,0,26.3,40.33,14.03,154.48,79.3,0.67,0,0.0,11.91,0.0,2.87,867.34,77.9,47.66,571.92,1.34,43.67,72.83,18.26,26055,4757,307,0.02,0.0,2.9,140,19,3,55,50.99,2.43,95.11,0,0.0,0.0,25,6.88,163,100.61,22.45,7.26,Outra,278,,,,5438.35,74877.41,49186.92,12909.3,3.67,2373.17
2406,2022-03-06,2022,3,6,TI,da Paz,Martins de Guerra,1,29.38,29.38,18.46,10.92,8.1,,8.01,4.06,13352.64,32.41,20.24,42.42,1.076,2455.96,Mato Grosso do Sul,TO,Brasil,B2C,Online,,Consultoria,Teste,46-55,Feminino,Direto,Desktop,Linux,Chrome,0,18.46,29.38,10.92,76.85,72.34,11.14,0,0.0,7.58,0.0,1.18,15.82,37.02,32.53,390.36,0.98,31.87,54.02,18.89,40435,7638,356,0.01,0.0,3.7,83,100,4,46,106.89,6.95,56.43,0,0.0,0.0,7,6.63,157,359.4,21.24,25.51,Outra,518,,,,14098.79,89205.31,29562.6,10439.06,3.62,2211.55
126,2022-03-07,2022,3,7,Varejo,Silveira Barros S/A,Casa Grande,20,33.36,667.2,566.58,100.62,7.2,,-16.45,103.43,11066.34,713.01,577.12,18.36,1.065,794.27,Paraná,AL,Brasil,Pessoa Jurídica,Aplicativo,Alimentos,,,46-55,Masculino,Rede social,Tablet,Android,Firefox,7,28.33,33.36,5.03,90.1,72.98,9.11,6,8.06,99.75,1.85,5.47,163.46,54.8,0.0,0.0,22.24,0.46,2.62,3.26,5434,177,243,0.43,0.06,1.3,46,60,1,11,9.96,3.07,12.3,182,1.0,1368.83,10,3.08,0,0.95,24.01,0.66,,32,,,,1828.3,0.0,12301.36,15301.89,34.19,940.34
449,2022-03-07,2022,3,7,Varejo,Monteiro,Novaes,1,44.67,44.67,39.35,5.32,6.7,,-23.69,8.1,15512.36,49.13,40.08,85.92,0.92,1684.68,Rio Grande do Sul,GO,Brasil,B2B,Aplicativo,Roupas,,,26-35,Masculino,Anúncio pago,Mobile,Android,Outro,1,39.35,44.67,5.32,20.45,31.4,3.38,2,0.82,10.3,0.0,1.72,1.11,191.01,0.0,0.0,1.49,0.7,6.76,0.51,3060,15,84,0.1,0.0,3.9,119,-42,3,25,7.57,11.91,21.57,3,0.88,22.41,5,5.84,0,190.7,7.54,11.44,,64,,,,4087.01,13124.45,12116.37,21350.41,4.56,208.31
534,2022-03-07,2022,3,7,TI,Azevedo,Casa Grande Alegre,1,47.13,47.13,33.25,13.88,10.0,,-1.82,4.04,2014.48,52.26,35.46,84.26,1.033,1682.81,Mato Grosso do Sul,ES,Brasil,Pessoa Física,Online,,Treinamento,Premium,18-25,Feminino,Direto,Tablet,Windows,Edge,0,33.25,47.13,13.88,0.0,0.0,1.15,0,0.0,11.07,0.0,1.31,1.33,203.72,53.82,645.84,1.57,1.45,14.9,5.12,5335,273,191,0.02,0.02,1.5,174,-83,4,15,23.74,3.57,7.97,0,0.0,0.0,8,2.22,503,88.86,46.44,27.68,FuncA,105,,,,6796.7,3684.14,8880.32,25531.85,2.83,294.08
1414,2022-03-07,2022,3,7,Varejo,Pastor Ltda.,Marques,1,28.97,28.97,23.13,5.84,7.5,,21.54,5.38,30956.6,30.5,24.78,7.12,1.003,1520.52,Distrito Federal,ES,Brasil,Pessoa Física,Aplicativo,Outros,,,36-45,Feminino,Direto,Tablet,Android,Edge,31,23.13,28.97,5.84,83.76,74.3,28.6,6,0.57,5.0,5.04,8.78,72871.18,153.23,0.0,0.0,0.97,16.47,23.0,7.31,9560,698,237,0.02,0.0,2.8,124,69,4,35,29.67,2.98,59.0,184,1.84,1013.36,43,3.64,0,44.78,7.5,14.82,,149,,,,12421.94,32566.27,35024.59,25230.02,3.59,208.0
1509,2022-03-07,2022,3,7,TI,da Costa - ME,Pimenta do Oeste,1,29.8,29.8,18.61,11.19,6.7,,48.92,5.61,35004.59,32.79,18.76,2.36,1.035,1187.88,Rio Grande do Sul,AL,Brasil,Pessoa Física,Online,,Outros,Básico,18-25,Masculino,Email,Desktop,Linux,Safari,0,18.61,29.8,11.19,177.72,85.64,10.58,0,0.0,8.44,0.0,7.54,6765.57,77.34,29.22,350.64,0.99,23.71,21.28,5.28,3619,191,261,0.02,0.0,3.6,62,-2,1,55,12.05,4.97,53.06,0,0.0,0.0,34,2.73,43,105.44,12.93,6.65,Outra,170,,,,8227.65,37164.7,31971.42,25203.14,4.45,981.97
1754,2022-03-07,2022,3,7,TI,Cunha,Andrade Paulista,1,36.53,36.53,22.47,14.06,9.2,,62.12,4.68,29895.3,41.77,24.57,55.78,1.084,541.3,Minas Gerais,RR,Brasil,Pessoa Física,Loja física,,Suporte,Premium,18-25,Outro,Anúncio pago,Tablet,Android,Outro,0,22.47,36.53,14.06,163.1,81.7,7.56,0,0.0,8.36,0.0,3.74,999.96,30.04,42.8,513.6,1.22,41.16,66.07,14.74,21500,3169,228,0.02,0.0,1.8,105,-54,4,54,42.89,4.96,83.86,0,0.0,0.0,39,6.64,127,73.99,2.25,7.35,Outra,274,,,,4119.76,67573.8,46634.72,14393.67,2.7,1653.97
2231,2022-03-07,2022,3,7,Varejo,Melo da Luz S.A.,Macedo da Praia,1,50.29,50.29,43.59,6.7,5.9,,62.11,3.48,7444.65,54.3,44.76,10.63,0.942,418.46,Pará,PE,Brasil,Pessoa Jurídica,Representante,Livros,,,46-55,Outro,Referência,Desktop,Android,Outro,45,43.59,50.29,6.7,135.72,72.96,3.73,11,1.34,5.74,0.68,7.78,35.02,69.08,0.0,0.0,1.68,30.55,88.28,22.89,43127,9871,477,0.01,0.01,3.4,131,27,2,48,59.8,3.45,54.29,277,2.66,1705.84,11,3.98,0,325.12,46.33,37.18,,469,,,,21094.27,72604.34,45688.03,12370.38,6.28,2039.59
2442,2022-03-07,2022,3,7,TI,Freitas,Porto de Pires,1,28.62,28.62,23.45,5.17,8.2,,-22.34,5.15,7191.62,32.34,24.43,95.66,0.962,2421.38,Distrito Federal,CE,Brasil,B2C,Telefone,,Consultoria,Gratuito,46-55,Outro,Email,Mobile,Android,Chrome,0,23.45,28.62,5.17,110.72,79.46,12.39,0,0.0,4.39,0.0,4.18,5.01,43.1,34.03,408.36,0.95,28.69,44.12,21.96,35527,7801,327,0.02,0.0,4.5,142,57,5,39,100.8,6.15,62.28,0,0.0,0.0,8,7.26,77,359.3,22.77,25.45,Outra,491,,,,15391.51,89270.02,21739.25,6918.32,3.53,2050.69
270,2022-03-08,2022,3,8,Varejo,Aragão Carvalho - ME,da Mata da Serra,1,35.06,35.06,22.19,12.87,6.7,,-56.07,3.28,452.61,38.75,22.2,36.53,0.944,2328.06,Rondônia,CE,Brasil,B2B,Online,Outros,,,55+,Outro,Direto,Tablet,Windows,Firefox,30,22.19,35.06,12.87,55.77,61.4,5.43,9,0.64,7.92,0.0,3.74,7.77,160.66,0.0,0.0,1.17,3.91,12.12,2.8,8057,225,170,0.02,0.08,1.6,186,73,3,9,21.73,12.91,2.14,115,1.93,1182.08,5,3.88,0,36.54,20.3,5.53,,43,,,,4732.31,5423.0,11038.83,18467.36,4.32,1002.59
385,2022-03-08,2022,3,8,Varejo,Rios Camargo - ME,Ribeiro,1,36.07,36.07,25.15,10.92,6.7,,-18.03,5.07,15788.83,40.5,27.07,95.63,1.016,1802.23,Acre,GO,Brasil,B2C,Aplicativo,Alimentos,,,26-35,Feminino,Email,Desktop,Windows,Safari,31,25.15,36.07,10.92,7.22,16.68,5.53,6,1.71,7.03,0.0,1.92,1.34,174.77,0.0,0.0,1.2,1.61,9.81,1.21,11186,135,104,0.05,0.0,1.8,111,82,3,16,18.31,14.01,9.5,185,2.74,1647.82,2,3.5,0,168.79,31.85,11.94,,54,,,,1327.58,12140.8,11983.59,19630.98,4.77,110.81
452,2022-03-08,2022,3,8,Varejo,Mendes,Marques de Novaes,1,42.65,42.65,38.76,3.89,5.9,,-28.5,5.92,15813.0,46.87,41.86,69.11,0.946,1723.44,Goiás,RS,Brasil,Pessoa Física,Aplicativo,Eletrônicos,,,46-55,Feminino,Referência,Desktop,Windows,Edge,77,38.76,42.65,3.89,27.11,38.86,1.59,12,1.12,6.49,0.0,1.57,1.5,189.73,0.0,0.0,1.42,0.11,0.01,1.82,1968,35,75,0.08,0.0,4.0,140,-46,5,26,11.06,10.23,22.94,160,0.81,2297.17,6,5.41,0,200.28,14.52,12.98,,69,,,,3100.22,12822.35,11950.77,21041.6,4.52,122.76
647,2022-03-08,2022,3,8,Varejo,Viana e Filhos,da Rocha,1,52.88,52.88,41.47,11.41,6.3,,-27.15,7.97,12302.15,59.19,43.91,60.26,1.081,1336.73,Goiás,AC,Brasil,B2B,Aplicativo,Roupas,,,36-45,Feminino,Anúncio pago,Tablet,Linux,Chrome,91,41.47,52.88,11.41,57.55,52.11,2.19,6,1.27,8.75,4.26,3.62,61.43,150.56,0.0,0.0,1.76,4.3,9.36,14.38,14979,2153,100,0.08,0.0,5.0,45,2,1,16,13.1,3.03,18.69,290,1.35,4986.34,18,2.78,0,30.09,55.54,36.45,,108,,,,2915.68,12499.37,11649.19,32474.93,5.9,1235.44
1425,2022-03-08,2022,3,8,Varejo,Mendes S.A.,Moreira de Camargo,1,29.76,29.76,22.51,7.25,8.5,,44.81,4.09,33900.66,34.05,23.53,16.0,1.041,1705.43,Santa Catarina,RR,Brasil,B2C,Online,Outros,,,18-25,Feminino,Email,Desktop,Android,Chrome,28,22.51,29.76,7.25,80.1,72.91,22.98,2,0.73,4.72,3.94,9.21,62747.02,151.48,0.0,0.0,0.99,18.89,19.69,7.95,6414,509,211,0.02,0.0,1.4,53,16,3,43,23.02,3.17,58.43,87,0.47,1377.65,49,4.54,0,24.22,7.33,19.79,,146,,,,12849.69,38172.57,33004.59,23562.81,2.25,454.17
1679,2022-03-08,2022,3,8,Varejo,Cardoso e Filhos,Castro,1,29.32,29.32,18.14,11.18,7.2,,86.88,2.02,36538.59,33.21,18.69,21.34,1.024,674.49,Rio Grande do Sul,RR,Brasil,Pessoa Física,Representante,Outros,,,18-25,Feminino,Anúncio pago,Mobile,iOS,Chrome,36,18.14,29.32,11.18,168.04,85.14,0.41,2,1.33,5.57,5.56,4.03,6720.54,68.6,0.0,0.0,0.98,32.55,51.61,13.72,15020,2060,132,0.02,0.0,4.3,20,-61,3,52,37.63,6.14,70.91,151,1.38,966.55,34,4.23,0,97.52,17.51,2.85,,176,,,,7759.08,48463.63,40944.81,18011.06,1.67,2149.43
1690,2022-03-08,2022,3,8,TI,Cassiano,Rezende,1,31.54,31.54,22.23,9.31,6.2,,71.72,3.92,35245.19,33.31,23.81,15.5,1.088,422.16,Goiás,PE,Brasil,Pessoa Jurídica,Representante,,Desenvolvimento,Premium,36-45,Masculino,Busca orgânica,Desktop,Windows,Edge,0,22.23,31.54,9.31,176.57,84.84,0.0,0,0.0,7.73,0.0,3.95,4747.4,67.44,26.45,317.4,1.05,32.23,52.75,13.04,14513,1892,88,0.04,0.0,2.7,85,-45,1,54,38.16,2.61,75.42,0,0.0,0.0,34,4.76,207,77.58,16.35,2.14,FuncA,178,,,,8395.83,53783.2,40710.33,16071.97,2.26,1639.93
1846,2022-03-08,2022,3,8,TI,Garcia Fonseca S.A.,Pires do Oeste,1,41.14,41.14,25.51,15.63,6.7,,14.84,2.2,30157.48,43.73,25.59,60.87,1.062,166.49,Tocantins,CE,Brasil,Pessoa Jurídica,Aplicativo,,Suporte,Gratuito,36-45,Outro,Email,Desktop,Android,Firefox,0,25.51,41.14,15.63,195.43,82.61,0.85,0,0.0,4.61,0.0,1.35,164.4,61.63,41.23,494.76,1.37,42.11,55.81,19.02,29013,5518,417,0.01,0.0,4.0,140,-57,3,60,58.23,5.06,98.42,0,0.0,0.0,35,7.48,661,165.66,96.69,2.79,FuncA,296,,,,3930.7,64894.16,49006.27,10332.8,6.12,1713.18
2269,2022-03-08,2022,3,8,TI,Camargo - EI,Jesus,1,58.28,58.28,52.17,6.11,6.1,,90.65,5.47,6360.13,63.44,53.01,27.78,1.034,297.69,Santa Catarina,AM,Brasil,Pessoa Física,Online,,Consultoria,Básico,55+,Outro,Email,Mobile,iOS,Chrome,0,52.17,58.28,6.11,158.19,73.08,7.05,0,0.0,14.15,0.0,6.23,37.69,59.47,54.72,656.64,1.94,32.29,82.71,20.66,45954,9494,496,0.01,0.01,2.0,35,20,2,54,54.88,8.02,55.78,0,0.0,0.0,11,3.97,369,299.11,53.18,32.75,Outra,453,,,,20169.36,67207.59,40391.04,16329.56,5.81,2491.49
2746,2022-03-08,2022,3,8,TI,Correia Borges S.A.,Souza,1,37.88,37.88,25.49,12.39,7.1,,50.41,7.29,32969.2,40.0,26.63,95.46,0.919,1343.21,Santa Catarina,SC,Brasil,B2B,Telefone,,Treinamento,Básico,55+,Masculino,Referência,Tablet,macOS,Edge,0,25.49,37.88,12.39,86.74,69.6,1.24,0,0.0,7.2,0.0,6.74,50.81,89.95,33.27,399.24,1.26,24.64,32.13,15.24,42858,6531,503,0.01,0.0,4.3,40,-99,2,41,89.05,8.77,51.61,0,0.0,0.0,14,3.94,318,421.3,80.03,63.88,Outra,565,,,,19140.88,179118.29,19074.2,13602.05,5.52,1631.31
475,2022-03-09,2022,3,9,TI,Sales Monteiro S/A,Novaes da Praia,1,42.37,42.37,25.51,16.86,7.2,,-16.82,5.51,10383.06,48.68,26.17,44.6,0.931,2316.41,Acre,SC,Brasil,B2B,Representante,,Suporte,Premium,46-55,Outro,Email,Mobile,Android,Safari,0,25.51,42.37,16.86,33.02,43.8,1.76,0,0.0,9.81,0.0,2.16,0.82,178.9,44.27,531.24,1.41,1.04,12.17,0.22,1508,3,4,1.38,0.0,2.8,139,-53,5,27,7.21,8.52,12.11,0,0.0,0.0,4,3.37,152,193.97,24.23,21.36,FuncB,102,,,,2756.38,8770.94,12785.31,21241.68,4.55,75.1
796,2022-03-09,2022,3,9,Varejo,Oliveira - ME,Nogueira da Mata,1,43.13,43.13,33.24,9.89,5.7,,-61.22,2.92,20613.2,48.07,34.96,37.54,1.09,1749.19,Roraima,SP,Brasil,Pessoa Jurídica,Online,Livros,,,36-45,Outro,Referência,Mobile,Android,Outro,37,33.24,43.13,9.89,4.49,9.43,17.9,0,0.0,9.41,0.0,4.97,1503.12,89.8,0.0,0.0,1.44,4.62,37.0,12.91,11917,1538,66,0.04,0.0,1.3,231,0,5,25,13.69,1.97,18.33,94,1.09,1118.08,19,5.03,0,49.01,42.71,28.95,,106,,,,5187.28,1131.57,19759.29,39631.89,2.88,1237.38
902,2022-03-09,2022,3,9,TI,Guerra,Rodrigues,1,39.46,39.46,29.77,9.69,6.2,,11.53,3.89,10055.77,43.51,31.04,20.19,1.003,1949.8,Amazonas,PB,Brasil,B2B,Telefone,,Desenvolvimento,Teste,46-55,Feminino,Rede social,Desktop,Linux,Chrome,0,29.77,39.46,9.69,0.0,0.0,26.29,0,0.0,4.75,0.0,12.6,18550.03,182.3,44.61,535.32,1.32,12.65,29.06,14.93,201,30,59,0.07,0.0,2.0,162,-83,4,21,14.17,2.99,18.05,0,0.0,0.0,19,3.94,119,56.52,86.9,16.91,FuncC,198,,,,14736.99,1625.9,12829.61,38069.97,5.34,7.2
1482,2022-03-09,2022,3,9,TI,da Cunha Ltda.,Nascimento,1,32.02,32.02,22.49,9.53,5.9,,10.7,3.95,33347.64,34.38,24.36,0.41,0.906,695.28,Paraná,SP,Brasil,Pessoa Jurídica,Online,,Treinamento,Premium,36-45,Feminino,Referência,Desktop,Android,Firefox,0,22.49,32.02,9.53,184.5,85.21,10.28,0,0.0,8.55,0.0,6.47,23428.43,125.47,28.22,338.64,1.07,23.25,19.17,5.83,2507,146,270,0.01,0.0,2.5,175,14,1,56,12.71,9.65,58.06,0,0.0,0.0,31,3.02,16,46.44,55.85,7.28,FuncB,167,,,,10030.61,38483.74,27595.64,21079.36,2.58,282.38
1667,2022-03-09,2022,3,9,TI,Machado,Casa Grande,1,31.07,31.07,27.99,3.08,6.3,,87.19,3.14,31034.83,32.74,29.14,14.82,1.069,77.45,Amapá,RJ,Brasil,B2B,Loja física,,Outros,Básico,55+,Feminino,Anúncio pago,Mobile,Windows,Chrome,0,27.99,31.07,3.08,175.66,84.97,0.76,0,0.0,6.63,0.0,5.04,3852.59,41.54,28.78,345.36,1.04,32.97,58.8,12.79,14397,1841,164,0.02,0.0,4.6,38,-10,2,52,30.52,6.44,67.4,0,0.0,0.0,34,3.71,446,116.61,33.41,1.24,Outra,188,,,,5862.99,50152.07,40240.35,18173.29,4.19,2623.34
2466,2022-03-09,2022,3,9,Varejo,Andrade,Cassiano do Norte,1,30.66,30.66,25.67,4.99,6.1,,13.43,5.99,7081.97,32.98,25.89,78.03,0.943,2447.62,Acre,SP,Brasil,B2C,Telefone,Outros,,,55+,Outro,Anúncio pago,Desktop,Linux,Firefox,48,25.67,30.66,4.99,107.87,77.87,12.86,0,0.0,6.88,0.0,4.62,4.3,48.19,0.0,0.0,1.02,26.5,37.43,19.64,34877,6849,304,0.02,0.0,3.0,162,29,4,43,90.12,7.69,69.12,132,0.21,1453.27,11,7.59,0,409.72,20.27,32.73,,481,,,,12615.9,94137.33,20516.89,2299.03,4.1,930.63
2950,2022-03-09,2022,3,9,Varejo,Viana - ME,da Cunha Grande,1,27.79,27.79,17.83,9.96,9.9,,53.54,4.52,44179.78,30.0,17.98,89.01,1.009,2140.42,Acre,PR,Brasil,B2C,Representante,Alimentos,,,55+,Masculino,Busca orgânica,Mobile,Windows,Firefox,24,17.83,27.79,9.96,7.3,20.8,8.28,8,1.11,3.27,11.54,13.68,45.35,78.38,0.0,0.0,0.93,22.95,24.83,13.17,52232,6878,487,0.01,0.0,3.1,105,-50,3,53,64.8,17.45,83.72,176,0.8,1443.21,10,0.63,0,462.11,16.33,48.6,,633,,,,6286.47,164749.48,17671.83,20186.82,3.09,2112.71
